Ticket_Price,Runtime_Mins,Genre,Director_Fame,Review_Text,Sentiment
12.99,180,Horror,6,"Not great, not terrible.",Neutral
24.94,104,Action,6,Terrible waste of time.,Negative
12.49,142,Horror,7,Loved every second.,Positive
22.33,103,Action,9,Absolutely awful script.,Negative
15.06,96,Action,9,Masterpiece of cinema.,Positive
14.63,150,Horror,3,Masterpiece of cinema.,Positive
19.26,96,Sci-Fi,9,Loved every second.,Positive
21.78,89,Drama,8,"It was fine, but a bit too long.",Neutral
17.38,92,Comedy,9,Worst movie I have ever seen in my life.,Negative
20.59,131,Sci-Fi,7,Fell asleep halfway through.,Negative
19.9,120,Action,8,A triumphant achievement.,Positive
20.88,148,Action,2,"It was fine, but a bit too long.",Neutral
21.69,90,Sci-Fi,6,Average popcorn flick.,Neutral
21.11,158,Drama,8,Terrible waste of time.,Negative
21.72,126,Sci-Fi,3,Fell asleep halfway through.,Negative
10.96,91,Comedy,4,Great acting and incredible plot.,Positive
23.77,156,Comedy,3,Worst movie I have ever seen in my life.,Negative
13.45,81,Horror,1,Great acting and incredible plot.,Positive
13.87,108,Sci-Fi,9,Masterpiece of cinema.,Positive
10.54,169,Horror,8,Boring and predictable garbage.,Negative
22.17,103,Action,8,Passable weekend watch.,Neutral
14.77,93,Horror,3,Loved every second.,Positive
10.18,112,Horror,3,Masterpiece of cinema.,Positive
15.83,103,Sci-Fi,6,Great acting and incredible plot.,Positive
18.12,147,Sci-Fi,3,Fell asleep halfway through.,Negative
24.1,138,Horror,9,Fell asleep halfway through.,Negative
20.34,141,Drama,6,"Not great, not terrible.",Neutral
14.81,154,Comedy,1,Boring and predictable garbage.,Negative
22.24,144,Drama,2,Great acting and incredible plot.,Positive
24.58,149,Sci-Fi,6,Absolutely fantastic movie! Best I have seen.,Positive
22.45,101,Sci-Fi,1,Great acting and incredible plot.,Positive
12.12,89,Horror,7,Masterpiece of cinema.,Positive
10.68,154,Horror,10,Absolutely awful script.,Negative
14.75,119,Drama,6,"It was fine, but a bit too long.",Neutral
14.69,129,Sci-Fi,1,A triumphant achievement.,Positive
13.21,138,Horror,10,Loved every second.,Positive
16.34,81,Action,7,Great acting and incredible plot.,Positive
20.14,103,Comedy,3,A triumphant achievement.,Positive
23.56,121,Sci-Fi,3,Masterpiece of cinema.,Positive
18.89,150,Horror,10,"Not great, not terrible.",Neutral
20.45,140,Comedy,7,Average popcorn flick.,Neutral
19.28,173,Horror,9,Loved every second.,Positive
20.87,111,Action,7,"Not great, not terrible.",Neutral
15.52,122,Sci-Fi,8,Passable weekend watch.,Neutral
15.99,149,Sci-Fi,7,Terrible waste of time.,Negative
21.94,142,Comedy,10,"Not great, not terrible.",Neutral
23.13,178,Comedy,10,Absolutely awful script.,Negative
18.64,167,Action,1,"It was okay, nothing special.",Neutral
21.81,155,Sci-Fi,3,"It was fine, but a bit too long.",Neutral
19.69,96,Drama,8,Average popcorn flick.,Neutral
24.1,162,Action,1,Absolutely awful script.,Negative
12.64,134,Comedy,9,Passable weekend watch.,Neutral
19.49,180,Sci-Fi,5,Great acting and incredible plot.,Positive
21.81,144,Action,8,Masterpiece of cinema.,Positive
15.14,130,Drama,5,Masterpiece of cinema.,Positive
24.87,151,Comedy,7,"Not great, not terrible.",Neutral
23.61,124,Comedy,6,A triumphant achievement.,Positive
19.38,144,Comedy,2,Absolutely fantastic movie! Best I have seen.,Positive
19.08,141,Horror,3,"It was okay, nothing special.",Neutral
22.55,156,Comedy,4,"Not great, not terrible.",Neutral
16.21,151,Drama,4,Passable weekend watch.,Neutral
22.99,179,Horror,4,Terrible waste of time.,Negative
22.02,169,Action,10,A triumphant achievement.,Positive
22.45,163,Comedy,1,"It was fine, but a bit too long.",Neutral
20.44,145,Action,9,Passable weekend watch.,Neutral
18.24,174,Action,9,Fell asleep halfway through.,Negative
14.35,134,Action,10,Terrible waste of time.,Negative
22.5,170,Action,10,Loved every second.,Positive
21.96,146,Comedy,3,Terrible waste of time.,Negative
20.54,84,Sci-Fi,7,Masterpiece of cinema.,Positive
15.11,165,Action,10,Great acting and incredible plot.,Positive
14.48,98,Horror,1,Fell asleep halfway through.,Negative
14.25,166,Comedy,1,Fell asleep halfway through.,Negative
16.37,128,Sci-Fi,6,"Not great, not terrible.",Neutral
15.2,80,Comedy,3,Fell asleep halfway through.,Negative
16.6,113,Drama,4,"It was okay, nothing special.",Neutral
18.34,84,Horror,4,Worst movie I have ever seen in my life.,Negative
16.28,99,Drama,4,Masterpiece of cinema.,Positive
23.98,94,Drama,5,A triumphant achievement.,Positive
11.51,102,Sci-Fi,8,"It was okay, nothing special.",Neutral
13.88,91,Sci-Fi,7,Loved every second.,Positive
11.22,81,Horror,4,"It was fine, but a bit too long.",Neutral
18.06,164,Horror,8,"It was fine, but a bit too long.",Neutral
11.93,129,Drama,2,"It was fine, but a bit too long.",Neutral
11.16,83,Drama,4,Fell asleep halfway through.,Negative
16.34,114,Sci-Fi,6,Masterpiece of cinema.,Positive
18.4,108,Comedy,9,Fell asleep halfway through.,Negative
12.75,84,Comedy,3,Absolutely fantastic movie! Best I have seen.,Positive
22.7,99,Action,9,Absolutely awful script.,Negative
11.44,108,Sci-Fi,1,Boring and predictable garbage.,Negative
22.93,88,Sci-Fi,2,Passable weekend watch.,Neutral
10.26,140,Comedy,9,Average popcorn flick.,Neutral
23.93,118,Sci-Fi,6,"It was okay, nothing special.",Neutral
17.82,170,Sci-Fi,8,"Not great, not terrible.",Neutral
11.67,177,Drama,8,Passable weekend watch.,Neutral
11.27,158,Sci-Fi,2,"It was okay, nothing special.",Neutral
23.98,143,Action,6,Absolutely fantastic movie! Best I have seen.,Positive
23.86,131,Sci-Fi,6,Absolutely fantastic movie! Best I have seen.,Positive
22.33,158,Action,7,"It was okay, nothing special.",Neutral
11.15,103,Sci-Fi,4,Masterpiece of cinema.,Positive
13.52,93,Action,1,"It was fine, but a bit too long.",Neutral
17.72,140,Horror,6,Great acting and incredible plot.,Positive
16.7,156,Drama,8,"It was okay, nothing special.",Neutral
20.93,104,Horror,9,Terrible waste of time.,Negative
19.08,175,Drama,8,A triumphant achievement.,Positive
20.37,88,Action,9,Great acting and incredible plot.,Positive
24.04,109,Drama,8,Boring and predictable garbage.,Negative
23.19,84,Horror,1,Passable weekend watch.,Neutral
13.94,91,Comedy,10,Loved every second.,Positive
13.24,108,Action,4,Fell asleep halfway through.,Negative
13.69,116,Action,10,Boring and predictable garbage.,Negative
13.2,123,Horror,4,Average popcorn flick.,Neutral
16.44,172,Horror,5,Loved every second.,Positive
20.02,132,Comedy,7,Boring and predictable garbage.,Negative
23.78,116,Sci-Fi,8,Fell asleep halfway through.,Negative
21.45,106,Horror,2,"It was fine, but a bit too long.",Neutral
14.19,163,Sci-Fi,7,Boring and predictable garbage.,Negative
11.9,142,Sci-Fi,8,Great acting and incredible plot.,Positive
14.74,174,Drama,10,Worst movie I have ever seen in my life.,Negative
17.22,147,Sci-Fi,6,Great acting and incredible plot.,Positive
19.07,122,Horror,2,Absolutely awful script.,Negative
13.74,141,Drama,6,"It was okay, nothing special.",Neutral
19.26,112,Comedy,5,A triumphant achievement.,Positive
13.0,123,Drama,5,"It was fine, but a bit too long.",Neutral
15.79,140,Drama,6,Great acting and incredible plot.,Positive
10.44,134,Horror,6,Absolutely fantastic movie! Best I have seen.,Positive
12.88,167,Action,7,Masterpiece of cinema.,Positive
10.86,164,Drama,1,"It was okay, nothing special.",Neutral
13.0,157,Horror,8,Terrible waste of time.,Negative
14.1,107,Sci-Fi,5,Great acting and incredible plot.,Positive
22.74,134,Action,7,Fell asleep halfway through.,Negative
12.23,132,Drama,10,Passable weekend watch.,Neutral
23.08,141,Action,4,Worst movie I have ever seen in my life.,Negative
10.29,173,Action,4,Passable weekend watch.,Neutral
15.7,152,Drama,1,Fell asleep halfway through.,Negative
19.92,148,Horror,6,"It was okay, nothing special.",Neutral
20.72,163,Action,2,Boring and predictable garbage.,Negative
24.15,94,Sci-Fi,4,Passable weekend watch.,Neutral
24.85,83,Sci-Fi,1,Boring and predictable garbage.,Negative
22.01,80,Sci-Fi,9,Worst movie I have ever seen in my life.,Negative
21.97,90,Sci-Fi,3,"It was fine, but a bit too long.",Neutral
16.79,119,Horror,4,Absolutely awful script.,Negative
16.15,80,Sci-Fi,5,"Not great, not terrible.",Neutral
10.46,150,Action,9,A triumphant achievement.,Positive
16.55,95,Action,10,Boring and predictable garbage.,Negative
24.97,110,Comedy,8,Boring and predictable garbage.,Negative
22.9,92,Comedy,1,Great acting and incredible plot.,Positive
20.39,176,Drama,9,Great acting and incredible plot.,Positive
12.52,174,Comedy,7,Passable weekend watch.,Neutral
24.78,124,Drama,10,Masterpiece of cinema.,Positive
16.26,103,Sci-Fi,1,Boring and predictable garbage.,Negative
14.45,172,Comedy,6,"It was fine, but a bit too long.",Neutral
24.66,113,Action,6,Great acting and incredible plot.,Positive
21.94,156,Drama,8,Boring and predictable garbage.,Negative
11.75,80,Horror,8,Worst movie I have ever seen in my life.,Negative
21.12,169,Horror,4,Great acting and incredible plot.,Positive
11.6,166,Action,6,A triumphant achievement.,Positive
23.67,131,Sci-Fi,5,Absolutely fantastic movie! Best I have seen.,Positive
18.69,88,Drama,7,Terrible waste of time.,Negative
11.73,82,Horror,4,Loved every second.,Positive
22.35,95,Drama,7,Boring and predictable garbage.,Negative
23.22,94,Comedy,6,Worst movie I have ever seen in my life.,Negative
11.26,159,Horror,5,A triumphant achievement.,Positive
15.55,154,Action,5,"Not great, not terrible.",Neutral
20.21,94,Action,4,Great acting and incredible plot.,Positive
22.12,109,Drama,2,Absolutely fantastic movie! Best I have seen.,Positive
23.18,161,Comedy,6,"It was fine, but a bit too long.",Neutral
16.67,161,Drama,6,Fell asleep halfway through.,Negative
18.34,116,Horror,3,Masterpiece of cinema.,Positive
18.07,89,Comedy,2,"Not great, not terrible.",Neutral
22.89,145,Sci-Fi,6,Loved every second.,Positive
19.46,144,Horror,7,Absolutely awful script.,Negative
16.94,100,Horror,7,Absolutely fantastic movie! Best I have seen.,Positive
12.37,145,Action,6,Boring and predictable garbage.,Negative
11.84,147,Action,1,"Not great, not terrible.",Neutral
10.35,148,Horror,10,Worst movie I have ever seen in my life.,Negative
15.03,123,Action,10,Absolutely fantastic movie! Best I have seen.,Positive
12.37,120,Drama,6,Boring and predictable garbage.,Negative
20.16,118,Drama,8,Great acting and incredible plot.,Positive
18.09,108,Horror,4,Passable weekend watch.,Neutral
22.38,92,Horror,1,"It was okay, nothing special.",Neutral
17.78,115,Horror,5,Great acting and incredible plot.,Positive
12.06,176,Drama,3,Passable weekend watch.,Neutral
23.25,98,Action,9,"It was fine, but a bit too long.",Neutral
23.58,132,Sci-Fi,3,Absolutely awful script.,Negative
19.84,107,Drama,4,Passable weekend watch.,Neutral
17.2,179,Sci-Fi,4,"Not great, not terrible.",Neutral
21.83,107,Comedy,3,Loved every second.,Positive
22.01,126,Sci-Fi,6,"It was fine, but a bit too long.",Neutral
21.51,100,Sci-Fi,7,Fell asleep halfway through.,Negative
15.11,85,Action,2,A triumphant achievement.,Positive
15.51,102,Horror,9,Terrible waste of time.,Negative
15.94,160,Comedy,6,Loved every second.,Positive
18.94,158,Horror,6,"It was fine, but a bit too long.",Neutral
13.89,145,Sci-Fi,10,"It was fine, but a bit too long.",Neutral
23.49,156,Sci-Fi,8,Passable weekend watch.,Neutral
14.34,165,Drama,9,Great acting and incredible plot.,Positive
18.99,150,Horror,8,Absolutely fantastic movie! Best I have seen.,Positive
21.4,143,Drama,2,Average popcorn flick.,Neutral
21.53,96,Action,6,Passable weekend watch.,Neutral
15.26,174,Drama,8,Worst movie I have ever seen in my life.,Negative
17.66,135,Comedy,8,Worst movie I have ever seen in my life.,Negative
17.41,90,Horror,5,Worst movie I have ever seen in my life.,Negative
12.43,171,Drama,3,Average popcorn flick.,Neutral
23.18,116,Action,4,Average popcorn flick.,Neutral
11.48,83,Horror,10,"It was okay, nothing special.",Neutral
18.64,126,Sci-Fi,5,Passable weekend watch.,Neutral
20.85,96,Horror,1,Fell asleep halfway through.,Negative
23.72,129,Sci-Fi,4,Loved every second.,Positive
18.78,180,Drama,7,"It was okay, nothing special.",Neutral
15.37,153,Drama,3,Average popcorn flick.,Neutral
17.46,116,Sci-Fi,4,Boring and predictable garbage.,Negative
18.77,128,Sci-Fi,10,Boring and predictable garbage.,Negative
20.9,139,Comedy,4,Great acting and incredible plot.,Positive
10.4,166,Action,9,Passable weekend watch.,Neutral
10.81,98,Action,5,A triumphant achievement.,Positive
24.9,173,Drama,10,"It was fine, but a bit too long.",Neutral
23.51,104,Horror,1,Fell asleep halfway through.,Negative
14.04,165,Action,1,Passable weekend watch.,Neutral
12.87,90,Action,2,Average popcorn flick.,Neutral
22.83,180,Sci-Fi,3,Absolutely awful script.,Negative
10.21,164,Drama,1,Terrible waste of time.,Negative
16.34,149,Horror,10,"Not great, not terrible.",Neutral
20.27,171,Sci-Fi,1,Passable weekend watch.,Neutral
13.48,81,Drama,8,Absolutely awful script.,Negative
20.11,106,Sci-Fi,10,Great acting and incredible plot.,Positive
13.07,121,Sci-Fi,8,Average popcorn flick.,Neutral
20.42,119,Sci-Fi,6,Average popcorn flick.,Neutral
11.51,97,Drama,6,"Not great, not terrible.",Neutral
19.58,112,Action,3,Average popcorn flick.,Neutral
20.52,116,Comedy,7,"It was fine, but a bit too long.",Neutral
16.01,108,Horror,5,Great acting and incredible plot.,Positive
11.36,171,Comedy,2,Terrible waste of time.,Negative
24.47,180,Horror,5,Absolutely awful script.,Negative
14.52,137,Drama,7,Average popcorn flick.,Neutral
11.56,90,Drama,10,Loved every second.,Positive
16.06,94,Action,6,Loved every second.,Positive
11.33,136,Action,8,Masterpiece of cinema.,Positive
23.37,150,Action,2,Boring and predictable garbage.,Negative
19.22,157,Drama,7,Boring and predictable garbage.,Negative
16.68,102,Comedy,5,"Not great, not terrible.",Neutral
23.09,154,Horror,10,A triumphant achievement.,Positive
19.37,164,Sci-Fi,7,Passable weekend watch.,Neutral
10.26,142,Action,7,Masterpiece of cinema.,Positive
18.06,113,Comedy,1,Boring and predictable garbage.,Negative
15.06,173,Comedy,8,Masterpiece of cinema.,Positive
18.2,131,Action,10,Boring and predictable garbage.,Negative
22.12,124,Action,8,Boring and predictable garbage.,Negative
16.02,136,Action,10,Absolutely awful script.,Negative
16.31,153,Horror,3,Absolutely awful script.,Negative
12.45,148,Horror,9,Fell asleep halfway through.,Negative
11.39,154,Comedy,1,Terrible waste of time.,Negative
19.02,161,Comedy,8,Absolutely fantastic movie! Best I have seen.,Positive
14.76,176,Action,10,Boring and predictable garbage.,Negative
17.52,116,Action,1,Worst movie I have ever seen in my life.,Negative
18.65,102,Action,8,Passable weekend watch.,Neutral
13.07,173,Drama,9,Passable weekend watch.,Neutral
10.04,141,Action,9,Average popcorn flick.,Neutral
19.72,121,Sci-Fi,9,Loved every second.,Positive
20.92,164,Action,2,"Not great, not terrible.",Neutral
16.38,92,Comedy,8,A triumphant achievement.,Positive
13.8,143,Sci-Fi,3,Absolutely fantastic movie! Best I have seen.,Positive
17.74,144,Drama,10,Masterpiece of cinema.,Positive
23.76,129,Action,6,Masterpiece of cinema.,Positive
22.64,120,Action,5,"It was fine, but a bit too long.",Neutral
16.13,133,Horror,3,Terrible waste of time.,Negative
23.22,169,Comedy,2,Worst movie I have ever seen in my life.,Negative
13.58,143,Comedy,6,Great acting and incredible plot.,Positive
12.79,90,Horror,1,"It was okay, nothing special.",Neutral
10.81,166,Drama,6,A triumphant achievement.,Positive
11.26,80,Sci-Fi,6,Boring and predictable garbage.,Negative
22.85,180,Drama,6,Masterpiece of cinema.,Positive
13.68,145,Sci-Fi,6,"Not great, not terrible.",Neutral
21.83,100,Horror,2,Absolutely awful script.,Negative
24.47,82,Action,8,Average popcorn flick.,Neutral
13.0,116,Drama,4,Loved every second.,Positive
11.12,98,Action,6,Average popcorn flick.,Neutral
11.95,131,Horror,3,"It was okay, nothing special.",Neutral
15.26,157,Sci-Fi,7,A triumphant achievement.,Positive
14.5,159,Action,1,"It was fine, but a bit too long.",Neutral
12.43,127,Sci-Fi,9,Loved every second.,Positive
23.38,86,Comedy,3,Masterpiece of cinema.,Positive
11.69,107,Comedy,3,Worst movie I have ever seen in my life.,Negative
22.63,168,Drama,8,Loved every second.,Positive
16.83,170,Drama,7,Absolutely awful script.,Negative
20.28,133,Comedy,2,Absolutely fantastic movie! Best I have seen.,Positive
13.74,179,Action,6,Masterpiece of cinema.,Positive
24.95,84,Sci-Fi,7,Loved every second.,Positive
16.42,101,Comedy,4,Boring and predictable garbage.,Negative
17.75,177,Sci-Fi,1,Absolutely awful script.,Negative
10.77,109,Comedy,2,Average popcorn flick.,Neutral
16.5,154,Horror,2,Great acting and incredible plot.,Positive
12.64,158,Sci-Fi,4,Masterpiece of cinema.,Positive
12.81,82,Sci-Fi,6,Average popcorn flick.,Neutral
23.35,124,Comedy,7,Fell asleep halfway through.,Negative
12.74,138,Horror,2,Masterpiece of cinema.,Positive
21.31,157,Action,8,Worst movie I have ever seen in my life.,Negative
11.51,99,Action,2,Average popcorn flick.,Neutral
14.84,157,Horror,8,Fell asleep halfway through.,Negative
21.03,123,Comedy,10,Boring and predictable garbage.,Negative
16.09,81,Comedy,5,Average popcorn flick.,Neutral
19.42,94,Action,2,Terrible waste of time.,Negative
16.04,148,Sci-Fi,9,Great acting and incredible plot.,Positive
15.19,126,Sci-Fi,6,Passable weekend watch.,Neutral
11.57,137,Horror,10,Great acting and incredible plot.,Positive
21.44,167,Horror,1,Absolutely fantastic movie! Best I have seen.,Positive
20.39,126,Horror,8,"It was okay, nothing special.",Neutral
17.59,132,Sci-Fi,4,Worst movie I have ever seen in my life.,Negative
21.67,116,Action,6,Absolutely awful script.,Negative
22.49,166,Horror,1,Worst movie I have ever seen in my life.,Negative
16.19,147,Drama,6,Masterpiece of cinema.,Positive
10.6,86,Sci-Fi,3,A triumphant achievement.,Positive
23.01,131,Comedy,6,Loved every second.,Positive
24.52,163,Horror,7,Fell asleep halfway through.,Negative
16.26,174,Drama,5,Loved every second.,Positive
23.58,103,Action,8,Great acting and incredible plot.,Positive
13.05,166,Sci-Fi,3,"Not great, not terrible.",Neutral
11.42,141,Horror,8,Terrible waste of time.,Negative
19.28,102,Comedy,7,A triumphant achievement.,Positive
14.48,126,Action,6,Absolutely fantastic movie! Best I have seen.,Positive
17.83,156,Action,7,"It was okay, nothing special.",Neutral
12.73,83,Comedy,6,Average popcorn flick.,Neutral
24.89,116,Horror,5,Absolutely awful script.,Negative
20.99,152,Comedy,10,Fell asleep halfway through.,Negative
10.88,121,Action,10,Passable weekend watch.,Neutral
19.57,157,Drama,2,Absolutely fantastic movie! Best I have seen.,Positive
23.03,175,Action,8,"It was fine, but a bit too long.",Neutral
11.37,106,Sci-Fi,9,Masterpiece of cinema.,Positive
22.12,87,Action,2,Absolutely fantastic movie! Best I have seen.,Positive
17.95,110,Comedy,5,Boring and predictable garbage.,Negative
18.88,110,Comedy,9,Worst movie I have ever seen in my life.,Negative
19.13,114,Drama,2,Boring and predictable garbage.,Negative
14.85,125,Comedy,9,Absolutely fantastic movie! Best I have seen.,Positive
10.35,116,Action,5,Masterpiece of cinema.,Positive
22.21,165,Horror,7,A triumphant achievement.,Positive
20.93,115,Drama,9,"Not great, not terrible.",Neutral
20.82,122,Comedy,5,Great acting and incredible plot.,Positive
18.61,126,Drama,3,Absolutely fantastic movie! Best I have seen.,Positive
21.99,150,Sci-Fi,1,Terrible waste of time.,Negative
16.13,161,Sci-Fi,2,"Not great, not terrible.",Neutral
20.23,165,Drama,7,A triumphant achievement.,Positive
16.53,136,Comedy,4,Absolutely fantastic movie! Best I have seen.,Positive
22.56,105,Sci-Fi,9,"It was fine, but a bit too long.",Neutral
24.85,166,Horror,5,"It was fine, but a bit too long.",Neutral
10.68,112,Action,3,Absolutely awful script.,Negative
15.21,167,Horror,5,Boring and predictable garbage.,Negative
24.0,106,Drama,4,Masterpiece of cinema.,Positive
24.38,136,Horror,8,Absolutely awful script.,Negative
24.4,101,Sci-Fi,1,Average popcorn flick.,Neutral
12.6,113,Drama,9,Worst movie I have ever seen in my life.,Negative
11.61,108,Drama,4,Average popcorn flick.,Neutral
10.57,108,Sci-Fi,10,Masterpiece of cinema.,Positive
20.35,116,Horror,2,Boring and predictable garbage.,Negative
15.28,89,Horror,4,Absolutely fantastic movie! Best I have seen.,Positive
11.36,117,Drama,5,"It was fine, but a bit too long.",Neutral
14.72,174,Action,5,"It was fine, but a bit too long.",Neutral
24.92,145,Action,10,"It was fine, but a bit too long.",Neutral
18.67,98,Horror,7,Average popcorn flick.,Neutral
24.42,91,Horror,8,"It was fine, but a bit too long.",Neutral
23.06,127,Comedy,2,Boring and predictable garbage.,Negative
22.4,92,Action,10,Absolutely awful script.,Negative
16.29,97,Drama,3,"It was okay, nothing special.",Neutral
15.16,119,Horror,2,Loved every second.,Positive
17.47,87,Sci-Fi,7,Absolutely fantastic movie! Best I have seen.,Positive
14.4,108,Horror,3,"Not great, not terrible.",Neutral
20.32,112,Comedy,10,"It was fine, but a bit too long.",Neutral
12.22,172,Action,2,Fell asleep halfway through.,Negative
14.69,83,Comedy,7,Loved every second.,Positive
10.53,91,Sci-Fi,1,Boring and predictable garbage.,Negative
20.36,174,Drama,10,Great acting and incredible plot.,Positive
16.51,120,Drama,7,A triumphant achievement.,Positive
24.31,134,Drama,1,Loved every second.,Positive
14.89,116,Horror,6,Boring and predictable garbage.,Negative
10.78,175,Drama,1,"It was okay, nothing special.",Neutral
24.23,175,Drama,5,A triumphant achievement.,Positive
20.91,145,Sci-Fi,5,A triumphant achievement.,Positive
17.9,172,Action,2,Great acting and incredible plot.,Positive
24.75,153,Horror,5,Masterpiece of cinema.,Positive
20.3,124,Horror,8,"Not great, not terrible.",Neutral
21.31,163,Action,4,Fell asleep halfway through.,Negative
24.9,87,Sci-Fi,3,Terrible waste of time.,Negative
15.12,174,Horror,6,Boring and predictable garbage.,Negative
23.43,154,Drama,1,Absolutely awful script.,Negative
20.82,95,Comedy,9,Terrible waste of time.,Negative
17.83,142,Comedy,5,Terrible waste of time.,Negative
14.22,93,Drama,9,Masterpiece of cinema.,Positive
17.61,170,Comedy,6,"It was okay, nothing special.",Neutral
10.65,128,Action,7,Great acting and incredible plot.,Positive
17.96,85,Sci-Fi,10,"It was fine, but a bit too long.",Neutral
11.21,138,Comedy,5,Terrible waste of time.,Negative
12.48,155,Comedy,7,Worst movie I have ever seen in my life.,Negative
18.38,174,Sci-Fi,7,Passable weekend watch.,Neutral
13.24,125,Action,1,Worst movie I have ever seen in my life.,Negative
10.18,100,Drama,9,Loved every second.,Positive
16.51,154,Drama,6,Fell asleep halfway through.,Negative
18.65,91,Horror,2,A triumphant achievement.,Positive
20.56,92,Drama,4,Boring and predictable garbage.,Negative
15.43,91,Comedy,4,Loved every second.,Positive
23.95,178,Comedy,3,Average popcorn flick.,Neutral
17.74,98,Sci-Fi,9,Great acting and incredible plot.,Positive
15.48,98,Comedy,3,Passable weekend watch.,Neutral
16.94,111,Drama,9,"It was fine, but a bit too long.",Neutral
14.61,149,Action,10,Worst movie I have ever seen in my life.,Negative
12.92,156,Horror,3,"It was okay, nothing special.",Neutral
16.01,110,Action,8,Loved every second.,Positive
15.96,92,Comedy,6,Worst movie I have ever seen in my life.,Negative
13.85,142,Comedy,2,Passable weekend watch.,Neutral
12.61,121,Drama,2,Absolutely fantastic movie! Best I have seen.,Positive
24.61,121,Horror,10,A triumphant achievement.,Positive
18.75,92,Drama,9,Terrible waste of time.,Negative
21.59,90,Action,3,Absolutely fantastic movie! Best I have seen.,Positive
23.99,130,Horror,7,Great acting and incredible plot.,Positive
12.82,111,Comedy,8,"Not great, not terrible.",Neutral
17.77,129,Action,4,Loved every second.,Positive
22.81,169,Comedy,1,Absolutely awful script.,Negative
23.05,101,Action,2,Average popcorn flick.,Neutral
13.15,117,Horror,6,"It was okay, nothing special.",Neutral
11.32,164,Drama,2,Boring and predictable garbage.,Negative
23.75,126,Action,5,Loved every second.,Positive
13.88,133,Action,3,Absolutely fantastic movie! Best I have seen.,Positive
17.48,167,Drama,8,Absolutely awful script.,Negative
23.22,138,Drama,5,Passable weekend watch.,Neutral
20.55,101,Drama,6,Masterpiece of cinema.,Positive
21.44,160,Action,5,Terrible waste of time.,Negative
12.97,170,Drama,10,Passable weekend watch.,Neutral
24.83,164,Sci-Fi,10,Boring and predictable garbage.,Negative
16.46,97,Horror,9,Absolutely awful script.,Negative
16.48,155,Horror,2,Passable weekend watch.,Neutral
17.22,114,Sci-Fi,2,Fell asleep halfway through.,Negative
15.75,97,Drama,6,Passable weekend watch.,Neutral
14.77,92,Sci-Fi,6,Great acting and incredible plot.,Positive
16.89,91,Horror,4,"It was fine, but a bit too long.",Neutral
14.58,140,Horror,6,Absolutely fantastic movie! Best I have seen.,Positive
15.07,110,Drama,1,A triumphant achievement.,Positive
19.32,115,Action,9,"It was okay, nothing special.",Neutral
19.87,141,Horror,3,Absolutely awful script.,Negative
10.06,81,Sci-Fi,1,"It was fine, but a bit too long.",Neutral
24.45,155,Drama,9,"Not great, not terrible.",Neutral
12.4,155,Drama,2,"Not great, not terrible.",Neutral
13.48,125,Drama,5,"Not great, not terrible.",Neutral
14.1,142,Action,9,Worst movie I have ever seen in my life.,Negative
23.47,85,Sci-Fi,10,Boring and predictable garbage.,Negative
23.63,119,Drama,3,Fell asleep halfway through.,Negative
18.71,142,Sci-Fi,5,Absolutely fantastic movie! Best I have seen.,Positive
12.02,124,Horror,9,Absolutely awful script.,Negative
24.16,87,Horror,1,Absolutely fantastic movie! Best I have seen.,Positive
10.22,159,Sci-Fi,10,Boring and predictable garbage.,Negative
23.34,172,Horror,6,Great acting and incredible plot.,Positive
20.24,126,Drama,7,Worst movie I have ever seen in my life.,Negative
15.1,96,Drama,8,"It was fine, but a bit too long.",Neutral
17.52,174,Sci-Fi,10,"It was fine, but a bit too long.",Neutral
24.18,96,Sci-Fi,9,"Not great, not terrible.",Neutral
23.82,101,Sci-Fi,3,Terrible waste of time.,Negative
22.36,80,Sci-Fi,2,"It was okay, nothing special.",Neutral
25.0,127,Comedy,8,Masterpiece of cinema.,Positive
18.94,145,Action,3,Loved every second.,Positive
10.97,92,Drama,1,"Not great, not terrible.",Neutral
15.31,112,Comedy,4,Absolutely fantastic movie! Best I have seen.,Positive
16.52,82,Action,6,Passable weekend watch.,Neutral
13.45,114,Sci-Fi,1,Great acting and incredible plot.,Positive
10.87,162,Comedy,2,"It was okay, nothing special.",Neutral
13.77,106,Horror,8,"It was fine, but a bit too long.",Neutral
20.85,174,Horror,9,Average popcorn flick.,Neutral
14.09,167,Horror,9,Absolutely fantastic movie! Best I have seen.,Positive
15.72,118,Comedy,6,Passable weekend watch.,Neutral
13.01,144,Horror,2,Passable weekend watch.,Neutral
12.22,154,Sci-Fi,5,"It was okay, nothing special.",Neutral
13.3,93,Action,10,Absolutely fantastic movie! Best I have seen.,Positive
15.2,160,Horror,10,"It was fine, but a bit too long.",Neutral
24.26,159,Horror,8,Worst movie I have ever seen in my life.,Negative
12.99,132,Sci-Fi,1,Masterpiece of cinema.,Positive
13.26,134,Drama,8,Passable weekend watch.,Neutral
10.18,146,Sci-Fi,4,"It was okay, nothing special.",Neutral
19.15,111,Comedy,9,Average popcorn flick.,Neutral
10.21,158,Action,10,Fell asleep halfway through.,Negative
19.02,172,Drama,4,Worst movie I have ever seen in my life.,Negative
22.44,117,Sci-Fi,2,Worst movie I have ever seen in my life.,Negative
12.81,169,Horror,9,"Not great, not terrible.",Neutral
17.06,137,Action,6,Absolutely awful script.,Negative
14.69,98,Horror,1,Passable weekend watch.,Neutral
